jogador,nacao_codigo,posicao_original,posicao_principal,clube,liga,idade,jogos,minutos,noventas,Gls,Ast,G+A,Sh,SoT,SoT%,Crs,TklW,Int,GA90,Saves,Save%,CS%,gols_p90,assistencias_p90,participacoes_gol_p90,finalizacoes_p90,finalizacoes_gol_p90,cruzamentos_p90,desarmes_vencidos_p90,interceptacoes_p90,save_pct,clean_sheet_pct,score_ataque,score_meio,score_defesa,score_goleiro,indice_desempenho,incerteza_modelo,penalidade_baixa_amostra
Rémy Cabella,FRA,"MF,FW",MF,Nantes,fr Ligue 1,36.0,11,572,6.4,2,0,2,9,5,55.6,37,7,6,,,,,0.3125,0.0,0.3125,1.40625,0.78125,5.78125,1.09375,0.9375,0.0,0.0,0.1130952876570182,0.1407798279871354,0.2632230694348105,0.13389255335004857,11.223212602927525,7.961550002688751,0.7972173828734265
Cyril Ngonge,BEL,MF,MF,Espanyol,es La Liga,25.0,9,424,4.7,0,2,2,11,4,36.4,26,3,4,,,,,0.0,0.425531914893617,0.425531914893617,2.3404255319148937,0.851063829787234,5.531914893617021,0.6382978723404255,0.851063829787234,0.0,0.0,0.10919155483683085,0.1635083615318501,0.2635908983930639,0.12614397796974922,11.222810768604768,9.297575561624907,0.6863753427324667
Toni Martínez,ESP,FW,FW,Alavés,es La Liga,28.0,33,2387,26.5,11,3,14,85,32,37.6,11,14,4,,,,,0.41509433962264153,0.11320754716981132,0.5283018867924528,3.207547169811321,1.2075471698113207,0.41509433962264153,0.5283018867924528,0.1509433962264151,0.0,0.0,0.11221786197252906,0.11803891030299471,0.3309996919920179,0.1746847002479958,11.221786197252905,3.634306230845849,1.0
Nikola Moro,CRO,MF,MF,Bologna,it Serie A,28.0,27,1743,19.4,2,0,2,21,2,9.5,49,8,17,,,,,0.10309278350515465,0.0,0.10309278350515465,1.0824742268041239,0.10309278350515465,2.525773195876289,0.4123711340206186,0.8762886597938145,0.0,0.0,0.08346342961646397,0.11220095311977557,0.33972567339241183,0.16648178547793957,11.220095311977557,4.380421895418242,1.0
Mikael Ellertsson,ISL,MF,MF,Genoa,it Serie A,24.0,33,2497,27.7,1,1,2,26,6,23.1,30,25,14,,,,,0.036101083032490974,0.036101083032490974,0.07220216606498195,0.9386281588447654,0.21660649819494585,1.0830324909747293,0.9025270758122744,0.5054151624548736,0.0,0.0,0.07454464194934364,0.11213413150405868,0.32642269444677585,0.1752437512708161,11.213413150405868,3.5353663866011646,1.0
Antoine Bernede,FRA,MF,MF,Hellas Verona,it Serie A,26.0,30,2194,24.4,1,2,3,19,4,21.1,24,37,14,,,,,0.04098360655737705,0.0819672131147541,0.12295081967213116,0.778688524590164,0.1639344262295082,0.9836065573770493,1.5163934426229508,0.5737704918032788,0.0,0.0,0.07837271349929145,0.11206525734331757,0.34640478639284744,0.17159199414024645,11.206525734331757,3.823517503885145,1.0
Adrian Beck,GER,MF,MF,Heidenheim,de Bundesliga,28.0,23,850,9.4,1,1,2,11,4,36.4,13,16,3,,,,,0.10638297872340426,0.10638297872340426,0.2127659574468085,1.1702127659574468,0.425531914893617,1.3829787234042552,1.702127659574468,0.3191489361702127,0.0,0.0,0.08804396646609361,0.11522647065455507,0.324097075462611,0.15415928300825227,11.198000123325238,6.520976642483722,0.97182531580755
Martín Zubimendi,ESP,MF,MF,Arsenal,eng Premier League,27.0,35,2862,31.8,5,1,6,27,9,33.3,12,39,39,,,,,0.15723270440251572,0.031446540880503145,0.18867924528301885,0.8490566037735849,0.2830188679245283,0.3773584905660377,1.2264150943396226,1.2264150943396226,0.0,0.0,0.10067601395547829,0.11196214858634003,0.36355449131569945,0.1782031029454758,11.196214858634002,3.2395659363562523,1.0
Rodrigo Gomes,POR,"MF,FW",MF,Wolves,eng Premier League,22.0,19,771,8.6,3,0,3,16,6,37.5,22,15,8,,,,,0.3488372093023256,0.0,0.3488372093023256,1.8604651162790697,0.6976744186046512,2.558139534883721,1.744186046511628,0.9302325581395349,0.0,0.0,0.11720613604201394,0.12083815554955864,0.3138430418599318,0.14891048530336135,11.184331268954152,6.83635135527571,0.9255628917943214
Louis Mouton,FRA,MF,MF,Angers,fr Ligue 1,23.0,31,1831,20.3,2,1,3,35,8,22.9,31,25,12,,,,,0.09852216748768472,0.04926108374384236,0.14778325123152708,1.7241379310344827,0.3940886699507389,1.5270935960591132,1.2315270935960592,0.5911330049261083,0.0,0.0,0.08475213471586215,0.11178992893696782,0.31650036288441713,0.17005127684214255,11.178992893696782,4.264359300985539,1.0
Mattéo Guendouzi,FRA,MF,MF,Lazio,it Serie A,27.0,16,1428,15.9,2,1,3,16,8,50.0,20,8,11,,,,,0.12578616352201258,0.06289308176100629,0.18867924528301885,1.0062893081761006,0.5031446540880503,1.2578616352201257,0.5031446540880503,0.6918238993710691,0.0,0.0,0.09436392334216478,0.11176964761485002,0.2971996302593462,0.1529536884382335,11.176964761485001,4.906778457908869,1.0
Keinan Davis,ENG,FW,FW,Udinese,it Serie A,28.0,27,1890,21.0,10,3,13,45,22,48.9,3,5,1,,,,,0.47619047619047616,0.14285714285714285,0.6190476190476191,2.142857142857143,1.0476190476190477,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.0,0.0,0.11176819613053675,0.12716711865023947,0.30156875094859426,0.16748637506161346,11.176819613053675,4.1814708536406515,1.0
Kamaldeen Sulemana,GHA,MF,MF,Atalanta,it Serie A,24.0,23,904,10.0,2,1,3,21,9,42.9,19,5,2,,,,,0.2,0.1,0.3,2.1,0.9,1.9,0.5,0.2,0.0,0.0,0.10497455036486997,0.11174384493093772,0.2838771109928331,0.15492302213032633,11.174384493093772,6.311574208422862,1.0
Anton Kade,GER,"MF,FW",MF,Augsburg,de Bundesliga,22.0,26,1563,17.4,6,0,6,41,19,46.3,22,12,12,,,,,0.3448275862068966,0.0,0.3448275862068966,2.35632183908046,1.0919540229885059,1.264367816091954,0.6896551724137931,0.6896551724137931,0.0,0.0,0.11936117419800835,0.11174082485660373,0.29504976461501986,0.16432375305641528,11.174082485660373,4.662994370921413,1.0
Ibrahim Sangaré,CIV,MF,MF,Nottingham Forest,eng Premier League,28.0,26,1990,22.1,2,2,4,16,5,31.3,8,30,18,,,,,0.09049773755656108,0.09049773755656108,0.18099547511312217,0.7239819004524887,0.2262443438914027,0.36199095022624433,1.3574660633484161,0.8144796380090498,0.0,0.0,0.09027440623532954,0.1116398820191523,0.3355421723640444,0.167320353240899,11.16398820191523,4.056881318477259,1.0
Nahuel Estévez,ARG,MF,MF,Parma,it Serie A,30.0,30,1017,11.3,0,0,0,9,1,11.1,42,9,5,,,,,0.0,0.0,0.0,0.7964601769911503,0.08849557522123894,3.716814159292035,0.7964601769911503,0.44247787610619466,0.0,0.0,0.06255770979936535,0.11161086970298861,0.31659452711304414,0.16205385871213324,11.16108697029886,5.915726490983118,1.0
Calebe,BRA,MF,MF,Alavés,es La Liga,26.0,19,752,8.4,0,0,0,5,1,20.0,16,14,9,,,,,0.0,0.0,0.0,0.5952380952380952,0.11904761904761904,1.9047619047619047,1.6666666666666665,1.0714285714285714,0.0,0.0,0.05584629416827591,0.1220543181502938,0.33205797178203034,0.1486011389049632,11.156829969678325,6.921366190058561,0.9140872800534726
Lewis Ferguson,SCO,MF,MF,Bologna,it Serie A,26.0,24,1341,14.9,1,0,1,11,2,18.2,24,13,10,,,,,0.06711409395973154,0.0,0.06711409395973154,0.7382550335570469,0.1342281879194631,1.610738255033557,0.87248322147651,0.6711409395973155,0.0,0.0,0.0749913882370819,0.11147845053534859,0.3036181526836607,0.16071828678751465,11.147845053534859,5.086990178124804,1.0
Michel Ndary Adopo,FRA,MF,MF,Cagliari,it Serie A,25.0,35,2802,31.1,1,2,3,27,11,40.7,21,30,27,,,,,0.03215434083601286,0.06430868167202572,0.09646302250803858,0.8681672025723473,0.35369774919614144,0.67524115755627,0.9646302250803858,0.8681672025723473,0.0,0.0,0.07817655413506173,0.11146370133335134,0.34451718343746585,0.17794017923755528,11.146370133335134,3.285805495623232,1.0
Vladyslav Vanat,UKR,FW,FW,Girona,es La Liga,24.0,27,1942,21.6,9,1,10,27,18,66.7,5,3,3,,,,,0.41666666666666663,0.046296296296296294,0.4629629629629629,1.25,0.8333333333333333,0.23148148148148145,0.13888888888888887,0.13888888888888887,0.0,0.0,0.11145437734666075,0.10042991053628841,0.2922384316756341,0.16782313211494182,11.145437734666075,4.113061893467069,1.0
Pathé Mboup,SEN,MF,MF,Brest,fr Ligue 1,22.0,26,960,10.7,1,0,1,21,10,47.6,7,17,12,,,,,0.09345794392523366,0.0,0.09345794392523366,1.9626168224299068,0.9345794392523366,0.6542056074766356,1.5887850467289721,1.1214953271028039,0.0,0.0,0.07808654283668306,0.11144664693904577,0.29186129527067384,0.15827783393228623,11.144664693904577,6.092421987159804,1.0
Nicolás Domínguez,ARG,MF,MF,Nottingham Forest,eng Premier League,27.0,24,1035,11.5,1,1,2,16,5,31.3,13,24,6,,,,,0.08695652173913043,0.08695652173913043,0.17391304347826086,1.391304347826087,0.43478260869565216,1.1304347826086956,2.0869565217391304,0.5217391304347826,0.0,0.0,0.08229451753222818,0.11144583013958925,0.33168204074082736,0.15750564085219687,11.144583013958925,5.860256595756255,1.0
Lucas Boyé,ARG,FW,FW,Alavés,es La Liga,30.0,27,1866,20.7,11,1,12,59,20,33.9,10,24,7,,,,,0.5314009661835749,0.04830917874396135,0.5797101449275363,2.85024154589372,0.9661835748792271,0.48309178743961356,1.1594202898550725,0.33816425120772947,0.0,0.0,0.11135766898691815,0.1334495167812693,0.3238163815108457,0.16732781302905841,11.135766898691815,4.216174151069712,1.0
Nicolás González,ESP,MF,MF,Manchester City,eng Premier League,24.0,24,1479,16.4,1,0,1,13,2,15.4,2,29,23,,,,,0.06097560975609757,0.0,0.06097560975609757,0.7926829268292683,0.12195121951219513,0.12195121951219513,1.7682926829268295,1.402439024390244,0.0,0.0,0.07001372370525738,0.11127575084820225,0.3309964928459699,0.16193337401085106,11.127575084820226,4.820020032756944,1.0
Wilson Odobert,FRA,"MF,FW",MF,Tottenham Hotspur,eng Premier League,21.0,24,985,10.9,0,2,2,21,8,38.1,28,8,0,,,,,0.0,0.18348623853211007,0.18348623853211007,1.926605504587156,0.7339449541284403,2.568807339449541,0.7339449541284403,0.0,0.0,0.0,0.08388459308718185,0.11127527804080922,0.27478241099274375,0.1568915731858419,11.127527804080922,6.028951676172601,1.0
Tete Morente,ESP,MF,MF,Elche,es La Liga,29.0,9,656,7.3,1,1,2,7,1,14.3,33,8,6,,,,,0.136986301369863,0.136986301369863,0.273972602739726,0.9589041095890412,0.136986301369863,4.52054794520548,1.095890410958904,0.8219178082191781,0.0,0.0,0.10177459744520281,0.13027480572602385,0.306762836857388,0.13155141628834316,11.12221021428212,7.440596048399629,0.8537498983243799
Stefano Moreo,ITA,"FW,MF",MF,Pisa,it Serie A,32.0,34,2111,23.5,6,1,7,49,18,36.7,24,10,19,,,,,0.2553191489361702,0.0425531914893617,0.2978723404255319,2.0851063829787235,0.7659574468085106,1.0212765957446808,0.425531914893617,0.8085106382978723,0.0,0.0,0.1053604560833802,0.11117564357216651,0.30848701256068184,0.17380223245117363,11.11756435721665,3.9117811164339686,1.0
Niklas Dorsch,GER,MF,MF,Heidenheim,de Bundesliga,28.0,30,2096,23.3,0,1,1,14,3,21.4,27,30,16,,,,,0.0,0.04291845493562232,0.04291845493562232,0.6008583690987124,0.12875536480686695,1.1587982832618025,1.2875536480686696,0.6866952789699571,0.0,0.0,0.06555063257388835,0.11112044285960508,0.3458485191031884,0.1710249972368535,11.112044285960508,3.931222451308428,1.0
Benjamín Domínguez,ARG,MF,MF,Bologna,it Serie A,22.0,14,544,6.0,0,3,3,12,2,16.7,7,2,2,,,,,0.0,0.5,0.5,2.0,0.3333333333333333,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.10004157033630401,0.14290727896692385,0.25097212934248986,0.13821436947708243,11.110472921058273,8.219771946670008,0.77746025264604
Hugo Duro,ESP,FW,FW,Valencia,es La Liga,26.0,32,1699,18.9,9,0,9,32,12,37.5,1,9,3,,,,,0.4761904761904762,0.0,0.4761904761904762,1.6931216931216932,0.634920634920635,0.052910052910052914,0.4761904761904762,0.15873015873015875,0.0,0.0,0.11109151624936281,0.11540597228310104,0.31561193652464103,0.16980471100474032,11.109151624936281,4.44681431861865,1.0
Andreas Hountondji,BEN,FW,FW,St Pauli,de Bundesliga,23.0,19,951,10.6,4,0,4,20,13,65.0,19,0,0,,,,,0.37735849056603776,0.0,0.37735849056603776,1.8867924528301887,1.2264150943396226,1.7924528301886793,0.0,0.0,0.0,0.0,0.11108499434804434,0.09707558994833583,0.2665802823433495,0.15151220005113808,11.108499434804434,6.122989761635939,1.0
Hans Nicolussi Caviglia,ITA,MF,MF,Fiorentina,it Serie A,25.0,11,585,6.5,0,1,1,4,1,25.0,30,7,3,,,,,0.0,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.15384615384615385,4.615384615384615,1.0769230769230769,0.46153846153846156,0.0,0.0,0.07577841012945963,0.13775582889056154,0.2771973615510934,0.1341710480690749,11.10622998846219,7.895466343523471,0.806225774829855
Zian Flemming,NED,FW,FW,Burnley,eng Premier League,27.0,26,1517,16.9,9,0,9,45,19,42.2,6,6,6,,,,,0.5325443786982249,0.0,0.5325443786982249,2.6627218934911245,1.124260355029586,0.3550295857988166,0.3550295857988166,0.3550295857988166,0.0,0.0,0.1110336475932914,0.11487721059776132,0.31534409789731566,0.16395316084894968,11.103364759329141,4.741186644546259,1.0
Tommaso Pobega,ITA,MF,MF,Bologna,it Serie A,26.0,23,1220,13.6,2,1,3,23,9,39.1,2,17,18,,,,,0.14705882352941177,0.07352941176470588,0.22058823529411764,1.6911764705882353,0.6617647058823529,0.14705882352941177,1.25,1.3235294117647058,0.0,0.0,0.09115428032913866,0.11102596854342675,0.3372567002225325,0.15864087272436894,11.102596854342675,5.3516956972778384,1.0
Dilane Bakwa,FRA,MF,MF,Nottingham Forest,eng Premier League,23.0,12,469,5.2,0,2,2,8,3,37.5,32,3,0,,,,,0.0,0.3846153846153846,0.3846153846153846,1.5384615384615383,0.5769230769230769,6.153846153846153,0.5769230769230769,0.0,0.0,0.0,0.10454565660430368,0.15379591820744765,0.268221218347482,0.13320604688438897,11.102223756457548,8.838341648006264,0.7218802609235905
Eli Junior Kroupi,FRA,"MF,FW",MF,Bournemouth,eng Premier League,19.0,30,1447,16.1,12,0,12,43,20,46.5,9,6,8,,,,,0.7453416149068323,0.0,0.7453416149068323,2.670807453416149,1.2422360248447204,0.5590062111801242,0.37267080745341613,0.49689440993788814,0.0,0.0,0.16515894588991736,0.1109945365488753,0.25507993234656906,0.16642782014376556,11.09945365488753,4.872094054452299,1.0
Rodrigo Riquelme,ESP,MF,MF,Real Betis,es La Liga,26.0,22,769,8.5,1,1,2,21,6,28.6,22,10,5,,,,,0.11764705882352941,0.11764705882352941,0.23529411764705882,2.4705882352941178,0.7058823529411765,2.588235294117647,1.1764705882352942,0.5882352941176471,0.0,0.0,0.09199484029534227,0.12004540797548904,0.3191636370262708,0.15197471339792423,11.096537038166074,6.873639450669591,0.9243616415908031
Giovanni Simeone,ARG,FW,FW,Torino,it Serie A,30.0,30,2050,22.8,11,0,11,73,28,38.4,7,8,5,,,,,0.4824561403508772,0.0,0.4824561403508772,3.2017543859649122,1.2280701754385965,0.30701754385964913,0.3508771929824561,0.21929824561403508,0.0,0.0,0.11092454216442019,0.1183233661607474,0.3116984880050687,0.17074965317037427,11.092454216442018,3.98290283150017,1.0
Mahmoud Dahoud,GER,"MF,FW",MF,Eintracht Frankfurt,de Bundesliga,30.0,14,685,7.6,2,3,5,15,2,13.3,7,8,9,,,,,0.2631578947368421,0.39473684210526316,0.6578947368421053,1.973684210526316,0.2631578947368421,0.9210526315789475,1.0526315789473684,1.1842105263157896,0.0,0.0,0.12883724623547987,0.12713972012683866,0.3123847208583471,0.14107071040066013,11.09188305686372,7.2863353323674716,0.8724168218868267
Ansu Fati,ESP,"MF,FW",MF,Monaco,fr Ligue 1,23.0,23,971,10.8,10,0,10,39,21,53.8,7,9,2,,,,,0.9259259259259258,0.0,0.9259259259259258,3.6111111111111107,1.9444444444444444,0.6481481481481481,0.8333333333333333,0.18518518518518517,0.0,0.0,0.1831904685657192,0.11091239430161737,0.2858445750798407,0.1558096347696018,11.091239430161737,6.061235489600422,1.0
Ismaël Koné,CAN,MF,MF,Sassuolo,it Serie A,23.0,33,2602,28.9,6,0,6,20,10,50.0,5,16,12,,,,,0.20761245674740486,0.0,0.20761245674740486,0.6920415224913495,0.34602076124567477,0.17301038062283738,0.5536332179930796,0.4152249134948097,0.0,0.0,0.1131213596839705,0.11088230503037666,0.3001228944263157,0.17575488455078375,11.088230503037666,3.4431637473676404,1.0
Andrey Santos,BRA,MF,MF,Chelsea,eng Premier League,22.0,25,1108,12.3,0,0,0,10,1,10.0,2,15,18,,,,,0.0,0.0,0.0,0.8130081300813008,0.08130081300813008,0.16260162601626016,1.2195121951219512,1.4634146341463414,0.0,0.0,0.05363119129872115,0.1107675143242208,0.30575590067757685,0.15921986001862257,11.07675143242208,5.650928389504459,1.0
Christian Kofane,CMR,FW,FW,Leverkusen,de Bundesliga,19.0,28,1162,12.9,5,3,8,45,19,42.2,0,7,2,,,,,0.38759689922480617,0.23255813953488372,0.6201550387596899,3.488372093023256,1.4728682170542635,0.0,0.5426356589147286,0.15503875968992248,0.0,0.0,0.11055284698545621,0.10932627660076333,0.25397688715613415,0.1622293830902869,11.055284698545622,5.506540897546694,1.0
Guido Rodríguez,ARG,MF,MF,Valencia,es La Liga,32.0,12,949,10.5,2,0,2,12,3,25.0,2,19,5,,,,,0.19047619047619047,0.0,0.19047619047619047,1.1428571428571428,0.2857142857142857,0.19047619047619047,1.8095238095238095,0.47619047619047616,0.0,0.0,0.09029155231588226,0.11050513853757848,0.2651453380764092,0.1419420838965641,11.050513853757849,6.150298592391305,1.0
Stefan Schimmer,GER,FW,FW,Heidenheim,de Bundesliga,32.0,25,792,8.8,5,1,6,31,11,35.5,10,3,4,,,,,0.5681818181818181,0.11363636363636363,0.6818181818181818,3.5227272727272725,1.25,1.1363636363636362,0.3409090909090909,0.45454545454545453,0.0,0.0,0.11776932387027658,0.10629849243309603,0.28404249840605816,0.1550563468823589,11.047741854097898,6.752874140514376,0.938083151964686
Borja Mayoral,ESP,FW,FW,Getafe,es La Liga,29.0,15,1053,11.7,4,1,5,14,7,50.0,6,5,4,,,,,0.3418803418803419,0.08547008547008547,0.4273504273504274,1.1965811965811965,0.5982905982905983,0.5128205128205129,0.4273504273504274,0.3418803418803419,0.0,0.0,0.11041575707368964,0.09972243393301071,0.30139185533501467,0.14783196957049938,11.041575707368963,5.80614094910617,1.0
Gonçalo Ramos,POR,FW,FW,Paris Saint-Germain,fr Ligue 1,24.0,27,1175,13.1,6,1,7,55,25,45.5,1,11,3,,,,,0.4580152671755725,0.07633587786259542,0.5343511450381679,4.198473282442748,1.9083969465648856,0.07633587786259542,0.8396946564885497,0.22900763358778625,0.0,0.0,0.11036118855752196,0.11563171196982572,0.2948001088280307,0.16158992659840996,11.036118855752196,5.462617443880767,1.0
Tim Lemperle,GER,FW,FW,Hoffenheim,de Bundesliga,24.0,27,1829,20.3,8,2,10,50,20,40.0,26,15,6,,,,,0.3940886699507389,0.09852216748768472,0.49261083743842365,2.4630541871921183,0.9852216748768473,1.2807881773399015,0.7389162561576355,0.29556650246305416,0.0,0.0,0.1103466261452019,0.11962801384220681,0.3266611087007524,0.16707932492185174,11.03466261452019,4.264901689549534,1.0
Elif Elmas,MKD,MF,MF,Napoli,it Serie A,26.0,30,1620,18.0,1,2,3,23,8,34.8,36,13,6,,,,,0.05555555555555555,0.1111111111111111,0.16666666666666666,1.2777777777777777,0.4444444444444444,2.0,0.7222222222222222,0.3333333333333333,0.0,0.0,0.08527147797691181,0.11032493359884538,0.32708609088044177,0.16782885418339633,11.032493359884537,4.572690303473313,1.0
Iker Losada,ESP,MF,MF,Levante,es La Liga,24.0,20,780,8.7,3,1,4,13,4,30.8,18,8,9,,,,,0.3448275862068966,0.1149425287356322,0.4597701149425288,1.4942528735632186,0.4597701149425288,2.0689655172413794,0.9195402298850576,1.0344827586206897,0.0,0.0,0.12732294002415676,0.11848422654561896,0.3162681992860131,0.15013531767045632,11.030281205888823,6.795218442854239,0.9309493362512627
Dženan Pejčinović,GER,FW,FW,Wolfsburg,de Bundesliga,21.0,28,1281,14.2,7,0,7,41,18,43.9,4,9,3,,,,,0.49295774647887325,0.0,0.49295774647887325,2.887323943661972,1.267605633802817,0.28169014084507044,0.6338028169014085,0.21126760563380284,0.0,0.0,0.11030170979277222,0.09811119991148973,0.2835432810255734,0.16343872807922444,11.030170979277223,5.223256712390329,1.0
Batista Mendy,FRA,MF,MF,Sevilla,es La Liga,26.0,27,1617,18.0,1,0,1,17,5,29.4,5,23,18,,,,,0.05555555555555555,0.0,0.05555555555555555,0.9444444444444444,0.2777777777777778,0.2777777777777778,1.2777777777777777,1.0,0.0,0.0,0.07044286565852602,0.11026949989038037,0.33191101321305616,0.1655508595482975,11.026949989038037,4.573610137044712,1.0
Iván Martín,ESP,MF,MF,Girona,es La Liga,27.0,31,2265,25.2,0,1,1,11,4,36.4,12,36,16,,,,,0.0,0.03968253968253968,0.03968253968253968,0.4365079365079365,0.15873015873015872,0.4761904761904762,1.4285714285714286,0.6349206349206349,0.0,0.0,0.06436964819951951,0.11005900183216358,0.33783882657919884,0.17269057362616186,11.005900183216358,3.749402403061669,1.0
Yuito Suzuki,JPN,MF,MF,Freiburg,de Bundesliga,24.0,25,1632,18.1,4,2,6,38,14,36.8,21,12,10,,,,,0.22099447513812154,0.11049723756906077,0.3314917127071823,2.0994475138121547,0.7734806629834253,1.160220994475138,0.6629834254143646,0.5524861878453038,0.0,0.0,0.10986109766962635,0.10997317626668413,0.30878396012629084,0.16402355066145266,10.997317626668412,4.557291679681864,1.0
Justin Njinmah,GER,"FW,MF",MF,Werder Bremen,de Bundesliga,25.0,31,1767,19.6,5,0,5,55,22,40.0,31,13,6,,,,,0.25510204081632654,0.0,0.25510204081632654,2.8061224489795915,1.1224489795918366,1.5816326530612244,0.6632653061224489,0.3061224489795918,0.0,0.0,0.1068726859170595,0.10990734539508161,0.32390625546493385,0.1696098466172244,10.99073453950816,4.352731218489618,1.0
Youssef Maleh,MAR,MF,MF,Cremonese,it Serie A,27.0,11,946,10.5,1,0,1,12,2,16.7,31,10,8,,,,,0.09523809523809523,0.0,0.09523809523809523,1.1428571428571428,0.19047619047619047,2.9523809523809526,0.9523809523809523,0.7619047619047619,0.0,0.0,0.07834735907234634,0.10990229886894858,0.3007499104327363,0.14012947131739442,10.990229886894857,6.151869147251372,1.0
Rodrigo Bentancur,URU,MF,MF,Tottenham Hotspur,eng Premier League,28.0,23,1632,18.1,1,1,2,11,3,27.3,7,29,30,,,,,0.055248618784530384,0.055248618784530384,0.11049723756906077,0.6077348066298343,0.16574585635359115,0.38674033149171266,1.6022099447513811,1.6574585635359114,0.0,0.0,0.07751118975065766,0.10986267902911506,0.3474824577912397,0.16225020195378465,10.986267902911507,4.557291679681864,1.0
Alpha Touré,SEN,MF,MF,Metz,fr Ligue 1,20.0,29,1522,16.9,0,1,1,16,1,6.3,12,21,10,,,,,0.0,0.0591715976331361,0.0591715976331361,0.9467455621301776,0.0591715976331361,0.7100591715976332,1.2426035502958581,0.591715976331361,0.0,0.0,0.06263210520748644,0.10982111069084978,0.2781140496600164,0.16632824825125234,10.982111069084977,4.73955377006935,1.0
Rayan Philippe,FRA,"FW,MF",MF,Hamburger SV,de Bundesliga,25.0,26,1197,13.3,5,0,5,35,14,40.0,30,13,3,,,,,0.37593984962406013,0.0,0.37593984962406013,2.631578947368421,1.0526315789473684,2.255639097744361,0.9774436090225563,0.22556390977443608,0.0,0.0,0.12153379315236737,0.1097944309700738,0.3147160688465249,0.16101428790707953,10.97944309700738,5.415879737490121,1.0
Youssouf Fofana,FRA,MF,MF,Milan,it Serie A,27.0,30,2036,22.6,2,3,5,42,16,38.1,10,18,16,,,,,0.08849557522123894,0.1327433628318584,0.22123893805309733,1.8584070796460175,0.7079646017699115,0.44247787610619466,0.7964601769911503,0.7079646017699115,0.0,0.0,0.09213419967603037,0.10976792011867963,0.3329589859402807,0.17066462600903315,10.976792011867962,4.002947200533596,1.0
Ragnar Ache,GER,FW,FW,Köln,de Bundesliga,27.0,29,1718,19.1,7,4,11,52,22,42.3,1,8,4,,,,,0.36649214659685864,0.20942408376963348,0.5759162303664921,2.7225130890052354,1.1518324607329842,0.05235602094240837,0.41884816753926696,0.20942408376963348,0.0,0.0,0.1097430145689218,0.11853693391039485,0.31714069809351225,0.16783108514612577,10.97430145689218,4.419560853186214,1.0
Cristian Volpato,ITA,FW,FW,Sassuolo,it Serie A,22.0,22,1037,11.5,2,4,6,20,7,35.0,47,11,5,,,,,0.17391304347826086,0.34782608695652173,0.5217391304347826,1.7391304347826086,0.6086956521739131,4.086956521739131,0.9565217391304348,0.43478260869565216,0.0,0.0,0.10972917258020955,0.1518417953243374,0.3079379642184327,0.15568226067008867,10.972917258020955,5.859298916228994,1.0
Djaoui Cissé,FRA,MF,MF,Rennes,fr Ligue 1,22.0,23,977,10.9,0,0,0,24,6,25.0,27,22,5,,,,,0.0,0.0,0.0,2.2018348623853212,0.5504587155963303,2.477064220183486,2.018348623853211,0.4587155963302752,0.0,0.0,0.06449669660205143,0.1097264823195548,0.2995956483643951,0.15588602834622,10.97264823195548,6.032996966822478,1.0
Kenneth Taylor,NED,MF,MF,Lazio,it Serie A,23.0,16,1333,14.8,3,2,5,16,6,37.5,9,11,9,,,,,0.2027027027027027,0.13513513513513511,0.33783783783783783,1.081081081081081,0.4054054054054054,0.6081081081081081,0.7432432432432432,0.6081081081081081,0.0,0.0,0.11097623896271977,0.10970705735569844,0.28082525140115755,0.15209969844703242,10.970705735569844,5.105686498567566,1.0
Amadou Onana,BEL,MF,MF,Aston Villa,eng Premier League,24.0,24,1740,19.3,2,0,2,19,7,36.8,0,29,19,,,,,0.10362694300518134,0.0,0.10362694300518134,0.9844559585492227,0.3626943005181347,0.0,1.5025906735751295,0.9844559585492227,0.0,0.0,0.08088170838197584,0.10968683742812668,0.3281924985918325,0.16394961228546384,10.968683742812669,4.391850399303147,1.0
Brennan Johnson,WAL,"MF,FW",MF,Crystal Palace,eng Premier League,24.0,15,914,10.2,0,1,1,17,3,17.6,35,5,2,,,,,0.0,0.09803921568627452,0.09803921568627452,1.6666666666666667,0.29411764705882354,3.431372549019608,0.4901960784313726,0.19607843137254904,0.0,0.0,0.07248908092947678,0.1096804303460562,0.2740532911981944,0.14607634794251265,10.968043034605621,6.25003631814981,1.0
Arnaud Kalimuendo,FRA,"FW,MF",MF,Eintracht Frankfurt,de Bundesliga,24.0,18,1372,15.2,6,1,7,30,16,53.3,15,4,3,,,,,0.39473684210526316,0.06578947368421052,0.46052631578947373,1.973684210526316,1.0526315789473684,0.986842105263158,0.2631578947368421,0.19736842105263158,0.0,0.0,0.13302301989534449,0.10964472828151195,0.27715020137219454,0.1549216275521608,10.964472828151195,5.02940301241286,1.0
Vinicius Souza,BRA,MF,MF,Wolfsburg,de Bundesliga,26.0,22,1601,17.8,0,0,0,6,1,16.7,3,29,22,,,,,0.0,0.0,0.0,0.33707865168539325,0.056179775280898875,0.16853932584269662,1.6292134831460674,1.2359550561797752,0.0,0.0,0.056085032275828894,0.10961150370859582,0.3427401154721212,0.16106936765342428,10.961150370859581,4.602313383579067,1.0
